Aspect Ratio,Centroid_x,Centroid_y,Cropped Frame,Eccentricity,Equivalent Diameter,Extent,Haralick Texture0,Haralick Texture1,Haralick Texture10,Haralick Texture11,Haralick Texture12,Haralick Texture2,Haralick Texture3,Haralick Texture4,Haralick Texture5,Haralick Texture6,Haralick Texture7,Haralick Texture8,Haralick Texture9,Hu Moments0,Hu Moments1,Hu Moments2,Hu Moments3,Hu Moments4,Hu Moments5,Hu Moments6,Linear Binary Patterns0,Linear Binary Patterns1,Linear Binary Patterns10,Linear Binary Patterns100,Linear Binary Patterns101,Linear Binary Patterns102,Linear Binary Patterns103,Linear Binary Patterns104,Linear Binary Patterns105,Linear Binary Patterns106,Linear Binary Patterns107,Linear Binary Patterns108,Linear Binary Patterns109,Linear Binary Patterns11,Linear Binary Patterns110,Linear Binary Patterns111,Linear Binary Patterns112,Linear Binary Patterns113,Linear Binary Patterns114,Linear Binary Patterns115,Linear Binary Patterns116,Linear Binary Patterns117,Linear Binary Patterns118,Linear Binary Patterns119,Linear Binary Patterns12,Linear Binary Patterns120,Linear Binary Patterns121,Linear Binary Patterns122,Linear Binary Patterns123,Linear Binary Patterns124,Linear Binary Patterns125,Linear Binary Patterns126,Linear Binary Patterns127,Linear Binary Patterns128,Linear Binary Patterns129,Linear Binary Patterns13,Linear Binary Patterns130,Linear Binary Patterns131,Linear Binary Patterns132,Linear Binary Patterns133,Linear Binary Patterns134,Linear Binary Patterns135,Linear Binary Patterns136,Linear Binary Patterns137,Linear Binary Patterns138,Linear Binary Patterns139,Linear Binary Patterns14,Linear Binary Patterns140,Linear Binary Patterns141,Linear Binary Patterns142,Linear Binary Patterns143,Linear Binary Patterns144,Linear Binary Patterns145,Linear Binary Patterns146,Linear Binary Patterns147,Linear Binary Patterns148,Linear Binary Patterns149,Linear Binary Patterns15,Linear Binary Patterns150,Linear Binary Patterns151,Linear Binary Patterns152,Linear Binary Patterns153,Linear Binary Patterns154,Linear Binary Patterns155,Linear Binary Patterns156,Linear Binary Patterns157,Linear Binary Patterns158,Linear Binary Patterns159,Linear Binary Patterns16,Linear Binary Patterns160,Linear Binary Patterns161,Linear Binary Patterns162,Linear Binary Patterns163,Linear Binary Patterns164,Linear Binary Patterns165,Linear Binary Patterns166,Linear Binary Patterns167,Linear Binary Patterns168,Linear Binary Patterns169,Linear Binary Patterns17,Linear Binary Patterns170,Linear Binary Patterns171,Linear Binary Patterns172,Linear Binary Patterns173,Linear Binary Patterns174,Linear Binary Patterns175,Linear Binary Patterns176,Linear Binary Patterns177,Linear Binary Patterns178,Linear Binary Patterns179,Linear Binary Patterns18,Linear Binary Patterns180,Linear Binary Patterns181,Linear Binary Patterns182,Linear Binary Patterns183,Linear Binary Patterns184,Linear Binary Patterns185,Linear Binary Patterns186,Linear Binary Patterns187,Linear Binary Patterns188,Linear Binary Patterns189,Linear Binary Patterns19,Linear Binary Patterns190,Linear Binary Patterns191,Linear Binary Patterns192,Linear Binary Patterns193,Linear Binary Patterns194,Linear Binary Patterns195,Linear Binary Patterns196,Linear Binary Patterns197,Linear Binary Patterns198,Linear Binary Patterns199,Linear Binary Patterns2,Linear Binary Patterns20,Linear Binary Patterns200,Linear Binary Patterns201,Linear Binary Patterns202,Linear Binary Patterns203,Linear Binary Patterns204,Linear Binary Patterns205,Linear Binary Patterns206,Linear Binary Patterns207,Linear Binary Patterns208,Linear Binary Patterns209,Linear Binary Patterns21,Linear Binary Patterns210,Linear Binary Patterns211,Linear Binary Patterns212,Linear Binary Patterns213,Linear Binary Patterns214,Linear Binary Patterns215,Linear Binary Patterns216,Linear Binary Patterns217,Linear Binary Patterns218,Linear Binary Patterns219,Linear Binary Patterns22,Linear Binary Patterns220,Linear Binary Patterns221,Linear Binary Patterns222,Linear Binary Patterns223,Linear Binary Patterns224,Linear Binary Patterns225,Linear Binary Patterns226,Linear Binary Patterns227,Linear Binary Patterns228,Linear Binary Patterns229,Linear Binary Patterns23,Linear Binary Patterns230,Linear Binary Patterns231,Linear Binary Patterns232,Linear Binary Patterns233,Linear Binary Patterns234,Linear Binary Patterns235,Linear Binary Patterns236,Linear Binary Patterns237,Linear Binary Patterns238,Linear Binary Patterns239,Linear Binary Patterns24,Linear Binary Patterns240,Linear Binary Patterns241,Linear Binary Patterns242,Linear Binary Patterns243,Linear Binary Patterns244,Linear Binary Patterns245,Linear Binary Patterns246,Linear Binary Patterns247,Linear Binary Patterns248,Linear Binary Patterns249,Linear Binary Patterns25,Linear Binary Patterns250,Linear Binary Patterns251,Linear Binary Patterns252,Linear Binary Patterns253,Linear Binary Patterns254,Linear Binary Patterns255,Linear Binary Patterns26,Linear Binary Patterns27,Linear Binary Patterns28,Linear Binary Patterns29,Linear Binary Patterns3,Linear Binary Patterns30,Linear Binary Patterns31,Linear Binary Patterns32,Linear Binary Patterns33,Linear Binary Patterns34,Linear Binary Patterns35,Linear Binary Patterns36,Linear Binary Patterns37,Linear Binary Patterns38,Linear Binary Patterns39,Linear Binary Patterns4,Linear Binary Patterns40,Linear Binary Patterns41,Linear Binary Patterns42,Linear Binary Patterns43,Linear Binary Patterns44,Linear Binary Patterns45,Linear Binary Patterns46,Linear Binary Patterns47,Linear Binary Patterns48,Linear Binary Patterns49,Linear Binary Patterns5,Linear Binary Patterns50,Linear Binary Patterns51,Linear Binary Patterns52,Linear Binary Patterns53,Linear Binary Patterns54,Linear Binary Patterns55,Linear Binary Patterns56,Linear Binary Patterns57,Linear Binary Patterns58,Linear Binary Patterns59,Linear Binary Patterns6,Linear Binary Patterns60,Linear Binary Patterns61,Linear Binary Patterns62,Linear Binary Patterns63,Linear Binary Patterns64,Linear Binary Patterns65,Linear Binary Patterns66,Linear Binary Patterns67,Linear Binary Patterns68,Linear Binary Patterns69,Linear Binary Patterns7,Linear Binary Patterns70,Linear Binary Patterns71,Linear Binary Patterns72,Linear Binary Patterns73,Linear Binary Patterns74,Linear Binary Patterns75,Linear Binary Patterns76,Linear Binary Patterns77,Linear Binary Patterns78,Linear Binary Patterns79,Linear Binary Patterns8,Linear Binary Patterns80,Linear Binary Patterns81,Linear Binary Patterns82,Linear Binary Patterns83,Linear Binary Patterns84,Linear Binary Patterns85,Linear Binary Patterns86,Linear Binary Patterns87,Linear Binary Patterns88,Linear Binary Patterns89,Linear Binary Patterns9,Linear Binary Patterns90,Linear Binary Patterns91,Linear Binary Patterns92,Linear Binary Patterns93,Linear Binary Patterns94,Linear Binary Patterns95,Linear Binary Patterns96,Linear Binary Patterns97,Linear Binary Patterns98,Linear Binary Patterns99,Major Axis,Minor Axis,Original Frame,Roundness,Solidity,True Classification,Zernlike Moments0,Zernlike Moments1,Zernlike Moments10,Zernlike Moments11,Zernlike Moments12,Zernlike Moments13,Zernlike Moments14,Zernlike Moments15,Zernlike Moments16,Zernlike Moments17,Zernlike Moments18,Zernlike Moments19,Zernlike Moments2,Zernlike Moments20,Zernlike Moments21,Zernlike Moments22,Zernlike Moments23,Zernlike Moments24,Zernlike Moments3,Zernlike Moments4,Zernlike Moments5,Zernlike Moments6,Zernlike Moments7,Zernlike Moments8,Zernlike Moments9
0.5555555555555556,633,110,./Crops/15.tif,0.888170561078353,18,0.6,0.35044341517291416,350.9320212201592,2.749644374446863,-0.5097323216648452,0.9726839539994567,0.9046249794143755,1835.21209384586,0.6708064971702132,60.68720247568523,6989.916354163281,3.5555728846256667,4.301675735448547,0.00367160172500028,0.002230487171004862,2.0785209093434113e-06,3.515796050573062e-10,4.9690105109648026e-11,5.6757925171125796e-21,4.941377071296827e-14,3.3046540865467008e-21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,2,94,1,0,0,23,0,10,3,0,0,0,0,38,0,0,0,133,0,0,0,0,37,0,0,0,61,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,7,0,39,0,0,0,44,0,0,0,0,0,0,0,0,0,15,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,26,31,1,211,0,0,0,0,9,0,0,0,0,0,0,1,5,3,126,30,0,7,1,0,0,2,275,12,0,0,6,15,7,7,38335,0,0,10,0,1,60,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33,0,0,1,2,33,1,30,9,1,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,25,12,./Dataset/WellA1_Seq0000_WellA1_Seq0000_T03_XY8_RGB.tif,1.8546102581020263,0.8901098901098901,Healthy,0.3183098861837909,0.020936427527005527,0.006004478947574325,0.036295033184741886,0.049380943645345406,0.03859768418779511,0.04935548845646136,0.012409260147501858,0.028052435196821063,0.020718626864198484,0.023522314188504333,0.02369546340765658,0.17674249769220635,0.027717190632417635,0.01930963569172425,0.023619268694458136,0.020961324706892277,0.014326886824325752,0.16109785367417215,0.009542944680224211,0.032076966050462175,0.004985435147573053,0.02927372354622721,0.02780717772774482,0.03228485792157535
0.8947368421052632,816,222,./Crops/150.tif,0.4381372194961359,17,0.6826625386996904,0.07792683627226696,269.6377123363966,3.738635063930662,-0.4962645391611815,0.9928292747962295,0.8636346418582229,992.2817535414695,0.43988140900035777,77.08504594820384,3699.4893018294842,5.34722100158232,6.528711840499384,0.001955677823393302,0.0023896250107396824,1.6740489531829566e-07,3.801765701359055e-10,1.1231533742949354e-12,-2.2879775418926477e-23,-3.3614296965209344e-16,3.893683365010953e-24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,88,0,0,0,9,0,5,1,4,0,0,0,33,0,0,0,128,4,0,0,0,30,0,0,0,61,0,0,0,1,0,0,49,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,1,5,0,37,0,0,0,42,0,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,37,0,214,0,0,0,0,10,1,0,0,0,0,0,0,5,3,37,27,0,2,0,0,0,0,338,3,0,0,2,9,0,1,38937,0,0,11,0,0,62,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,32,0,21,13,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,17,15,./Dataset/WellB1_Seq0007_WellB1_Seq0007_T01_XY1_RGB.tif,1.215796097707544,0.9423076923076923,Healthy,0.3183098861837907,0.007027654829261492,0.010175035642869625,0.012736638790981426,0.007272753950860453,0.019838173921024993,0.01634011433777191,0.009176624968198563,0.015373318086217055,0.0053800034793328975,0.011337038166096016,0.017191820111485224,0.07027656936531235,0.004461216693085368,0.022009783292382862,0.015967986733843805,0.015113249182952416,0.014346329528599041,0.05163317531489091,0.007467947771332487,0.030564916814393068,0.029160973330347884,0.028335303631993148,0.027564353475647837,0.0075006340188825266
0.782608695652174,277,232,./Crops/151.tif,0.6451973745808325,18,0.6111111111111112,0.32625877342991927,279.54312225840005,2.936657618559737,-0.5692340035284779,0.9875847187672633,0.9285557034785115,1951.9853180871633,0.6382429310872753,64.65974389122536,7528.398150090254,3.8887601854528224,4.667917983124796,0.003131928269804093,0.0017092647082757907,2.3346066067737808e-07,3.8085865643516355e-10,6.081113733218084e-12,-1.181536323675061e-22,-1.2595023102272322e-15,-2.6774414453992983e-22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,153,0,0,0,19,0,1,0,1,1,0,0,36,0,0,0,130,0,0,0,0,36,0,0,0,29,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,12,0,91,0,0,0,55,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,34,44,0,233,0,0,0,0,12,0,0,0,0,0,0,0,5,0,87,22,0,3,0,0,0,0,296,7,0,0,3,4,2,2,38729,0,0,11,0,0,49,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,21,0,0,0,1,42,0,16,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,./Dataset/WellB1_Seq0007_WellB1_Seq0007_T01_XY1_RGB.tif,1.3676731410668754,0.9422718808193669,Healthy,0.31830988618379064,0.011812679698092013,0.02175075210525009,0.03242345445811231,0.009749299659508923,0.007704042364708328,0.010947995763182962,0.014786233841105894,0.03804224935376409,0.01299678056465253,0.025701886287095528,0.029760772025811517,0.13374814670522392,0.0423445920948058,0.01138423975818937,0.0002921326754488473,0.030187316759505246,0.015692613210769018,0.07164334115519605,0.011765148649612232,0.06649675418320405,0.04782933579769372,0.0285390196141228,0.019646324724644497,0.0314531526948959
0.6206896551724138,603,248,./Crops/152.tif,0.8648498272497754,21,0.6906130268199234,0.06371682917894063,1083.9566470054444,4.970378763686259,-0.6487242432505124,0.999690773248957,0.9250813407726871,7245.261518489673,0.3361305053273519,192.9026693889897,27897.089426953244,6.548288180073824,7.706417089009349,0.000402294463268479,0.001284339464630261,6.213391022876118e-07,8.474600294471633e-11,1.30853648937153e-10,1.3773897187177958e-20,9.20960826688178e-14,-3.98333192964778e-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,132,0,0,0,27,0,0,0,0,0,0,0,30,0,0,0,163,0,0,0,0,28,0,0,0,23,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,138,0,0,0,14,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,183,0,228,0,0,0,0,0,0,0,0,0,0,0,0,2,0,168,43,0,1,0,0,0,0,214,2,0,0,3,0,1,3,37872,0,0,9,0,0,122,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,191,0,16,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,16,./Dataset/WellB1_Seq0007_WellB1_Seq0007_T01_XY1_RGB.tif,1.7165724777730327,0.8707729468599034,Damaged,0.31830988618379075,0.0975346388451149,0.03784348880011257,0.003723927196280095,0.00021245582699724934,0.02073856476292112,0.038959966359064936,0.039319741770244325,0.0142285702712757,0.037446481033913404,0.018951777971594502,0.012590016186340756,0.11780729376700605,0.028762380801695717,0.013913003241203092,0.016512897091571176,0.022397472551771488,0.010395871060639236,0.19800953583936784,0.10782560059894833,0.011700737331475836,0.0360775317690774,0.03825715200902477,0.011954267520047445,0.04098168268615229
0.8,820,270,./Crops/153.tif,0.6714053606241863,17,0.7046875,0.28261606146976354,255.01219620958756,3.1534224925512566,-0.5677775980997922,0.9905097493150459,0.9226882045571942,1645.505228457891,0.5907818105777913,62.506616499442586,6327.008717621977,4.185984648849842,5.019767889362017,0.002894958117054065,0.0018286701501079984,2.2256102726580304e-07,7.884243948978895e-11,1.6345336088603093e-12,-1.5354812447457952e-23,-5.344463198670729e-16,1.0417935391190467e-23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,1,96,0,0,0,24,0,4,0,0,0,0,0,21,0,0,0,129,0,0,0,0,20,0,0,0,26,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,7,0,81,0,0,0,29,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,28,62,0,208,0,0,0,0,1,0,0,0,0,0,0,0,2,1,135,14,0,3,0,0,0,0,265,1,0,0,0,5,0,1,38446,0,0,13,0,0,88,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29,0,0,0,0,33,0,38,6,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,14,./Dataset/WellB1_Seq0007_WellB1_Seq0007_T01_XY1_RGB.tif,1.3284594434604333,0.9494736842105264,Healthy,0.31830988618379064,0.006611266550296783,0.010504631863741619,0.01981196001056603,0.018442406910219818,0.009199377114076479,0.009687208317037866,0.004704189623321007,0.00798282128002619,0.015868692856134427,0.007774185890886968,0.0121514213075893,0.10597622798771875,0.005112412648939771,0.020178896038034085,0.005510469029382922,0.01550628867227103,0.03129368371976587,0.05227208411359318,0.003995955567866819,0.015741577925198435,0.03639623819326898,0.02314339345504532,0.027125340784648903,0.00712416127504284
0.625,454,281,./Crops/154.tif,0.8339537019868462,16,0.5833333333333334,0.26478470319779013,355.35164835164835,3.352632028859947,-0.5812232285987058,0.9926652106471611,0.9138067574621925,2056.4698299436823,0.5660585895835306,71.67179487179487,7870.527671423082,4.331691988393194,5.175430769908628,0.0024424514625768752,0.0018745423852226393,9.122954552309703e-07,4.645578773051324e-10,6.269871559049454e-11,9.749444485388301e-21,4.877334726544727e-14,-4.410333446968158e-21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,2,188,0,0,0,17,0,3,0,0,1,0,0,23,0,0,0,86,0,0,0,0,27,0,0,0,33,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,82,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,49,0,215,0,1,0,0,1,1,0,0,0,0,0,0,0,0,77,17,0,0,0,0,0,1,252,0,0,0,0,7,1,1,38498,0,0,4,0,0,46,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,36,0,15,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,12,./Dataset/WellB1_Seq0007_WellB1_Seq0007_T01_XY1_RGB.tif,1.4930312488010509,0.9210526315789473,Damaged,0.31830988618379075,0.03321323881577012,0.031330656390146094,0.005637047351635451,0.01765987024439559,0.032514833789415123,0.028504942452339907,0.0054108601998762605,0.02669263535844137,0.04242263669022972,0.01370195090694388,0.05111303698266718,0.1721795602113419,0.011521343465392193,0.014662881719742355,0.014846024929364163,0.010703125534388763,0.022938267842249838,0.11219015184667197,0.0224148838237423,0.028066901883274115,0.03315029598793486,0.01489932828082383,0.0031091475633415453,0.018347873728886598
0.6666666666666666,113,295,./Crops/155.tif,0.8248217737417484,18,0.62890625,0.34262901288820113,502.0479440826663,3.2472975571145364,-0.6598796426559639,0.9950258519300775,0.9414193564824274,4273.190231821113,0.6092979317718863,89.94350514026439,16590.71298320179,4.052013927547778,4.691639859768118,0.0018807537793267331,0.0011890020057080445,3.3779050096181186e-07,3.3899025503356525e-12,3.242051934174367e-14,-4.6237444141674006e-27,-1.5575545751892436e-17,-9.702489919860624e-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,189,0,0,0,14,0,0,0,1,0,0,0,26,0,0,0,123,0,0,0,0,30,0,0,0,41,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,0,46,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,57,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,1,227,9,0,0,0,0,0,0,243,1,0,0,0,3,1,0,38750,0,0,14,0,0,52,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25,0,0,0,1,76,0,4,3,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22,12,./Dataset/WellB1_Seq0007_WellB1_Seq0007_T01_XY1_RGB.tif,1.5319160448681397,0.9147727272727273,Healthy,0.31830988618379064,0.004267529783191556,0.023993624820699812,0.005503759970418055,0.036576376428044864,0.027030249157528097,0.035837613700441376,0.01026814271211355,0.010374161820341272,0.0130697967685889,0.01599118397890218,0.0034243632775329182,0.20526732777544776,0.014768023994309763,0.007707849060511625,0.004963756371573137,0.006815025801665077,0.014836815002363436,0.1357619396192032,0.017015003105736736,0.007648072834482974,0.008570503477639269,0.0017853659348771676,0.024942144351834936,0.010394158874819854
0.7857142857142857,778,316,./Crops/156.tif,0.6631146845814062,23,0.6761363636363636,0.3463925712255182,146.99579831932775,2.4738334017859573,-0.5465923169941563,0.9806755590840941,0.946602749661568,1373.9303881142318,0.6972248508983666,54.36265447355413,5348.725754137601,3.611565005908753,4.35958560030792,0.0045168275193521535,0.0020195304984224277,3.2315538065938006e-07,2.0506065576796873e-10,5.038794368150695e-12,1.3476490266270842e-22,1.956647582571673e-15,8.984589083769098e-23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,166,0,0,0,60,0,20,5,3,0,0,0,20,0,0,0,109,0,0,0,0,40,0,0,0,107,0,0,0,0,0,0,173,0,0,0,0,0,0,1,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,16,2,15,0,71,0,1,0,20,2,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,35,110,0,291,1,0,0,0,12,1,0,0,2,0,0,0,7,0,103,49,0,28,0,0,0,4,297,20,0,0,20,30,3,17,38112,0,0,10,0,0,78,58,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,72,0,39,24,0,0,1,0,0,0,25,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25,19,./Dataset/WellB1_Seq0007_WellB1_Seq0007_T01_XY1_RGB.tif,1.3586172002876324,0.9509132420091324,Healthy,0.31830988618379014,0.010787089702791571,0.003957005413867444,0.012230175447546662,0.02397817040738604,0.009468989878980458,0.0028247731433195273,0.007660139198818686,0.0088519189281089,0.008606681476846309,0.013946912398360762,0.02342581637769558,0.09660791858577426,0.004473813327032169,0.0062287283141686115,0.012738222143930339,0.018335840498004092,0.014674422017569836,0.05537947247107962,0.010913363959388635,0.02287912825496652,0.058155962143872364,0.03861971573727964,0.020873892742126515,0.009148773281724462
0.7894736842105263,708,322,./Crops/157.tif,0.6384616217022245,16,0.6859649122807018,0.2822018145641526,336.09229821847964,3.266016893463102,-0.5802254493410836,0.9914529629293457,0.9212120940737514,2127.792949612764,0.5794983721208735,71.58536869164232,8175.079500232572,4.206919543804165,5.002092975340359,0.002479478163294583,0.001577733652981083,9.911214277038975e-08,4.9697769059666236e-11,1.7995807028453736e-12,1.0517288791763121e-23,2.9011122016556225e-16,-1.3379892606088645e-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,103,0,0,0,31,0,2,0,0,0,0,0,24,0,0,0,81,0,0,0,0,30,0,0,0,24,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,74,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,73,2,209,0,0,0,0,0,0,0,0,1,0,0,0,0,0,103,12,0,3,0,0,0,0,242,1,0,0,0,2,0,0,38973,0,0,10,0,1,73,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,62,0,28,2,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,17,13,./Dataset/WellB1_Seq0007_WellB1_Seq0007_T01_XY1_RGB.tif,1.3164692003000418,0.9421686746987952,Healthy,0.3183098861837907,0.006026764075812174,0.02322870458991397,0.015262532219466699,0.024823667379372277,0.008693771766872638,0.00711450174983637,0.012193563562511217,0.014396235969545904,0.015858596443975255,0.020951337532620615,0.005193303373336595,0.13755485255483263,0.0031716227299353403,0.017746566713721545,0.012695508048661123,0.012765507249899477,0.014606811889556771,0.05414313819288223,0.007334086103605204,0.027423931228966133,0.05640752501771652,0.03070306065924639,0.008143753591803951,0.00600467008775438
0.7272727272727273,488,343,./Crops/158.tif,0.7599408476743709,17,0.6519886363636364,0.13983664510739377,767.9005053394354,4.418983225900695,-0.6462825078335788,0.9990461309759041,0.9239003161922476,5043.9363035983615,0.40788238078657624,139.5462814645309,19407.844709053996,5.5946684734035905,6.56732066242614,0.0007954927890446244,0.0011060874269074317,1.6157481587649284e-07,6.30277304973379e-11,3.54521524847519e-12,2.2976664920025317e-23,-4.394072789645421e-17,4.775433280218257e-23,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,116,0,0,0,11,0,1,0,0,0,0,0,26,0,0,0,143,0,1,0,0,17,0,0,0,21,1,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,120,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,59,0,201,0,0,0,0,1,0,0,0,0,0,0,0,0,0,178,7,0,0,0,0,0,0,233,1,0,0,0,0,1,0,38415,0,0,13,0,0,101,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27,0,0,0,0,52,0,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13,./Dataset/WellB1_Seq0007_WellB1_Seq0007_T01_XY1_RGB.tif,1.3556307114786037,0.9272727272727272,Healthy,0.31830988618379064,0.01793629075946193,0.008634523849138296,0.0030735962498112815,0.025876783510922107,0.012343026369383376,0.008409025667611996,0.02954072036847934,0.018840236609906948,0.007603537182317431,0.016444865928058022,0.016360817846145258,0.15632943471628213,0.02200356949811498,0.012347457177089363,0.014410532747904475,0.021737342034625618,0.018713212759023542,0.06760687167547932,0.009515817146102407,0.03370935831008647,0.04376653218961212,0.003120344645569749,0.02088575360820647,0.015413306931358551
